datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2021-09-22,1708725,1664171,30567,10613606,28098903,545,385,2,26115,41945,1703218,5507,528,17
2021-09-23,1709224,1664612,30570,10646623,28156175,499,441,3,33017,57272,1703703,5521,485,14
2021-09-24,1709787,1665035,30570,10682675,28247300,563,423,0,36052,91125,1704250,5537,547,16
2021-09-25,1710220,1665190,30572,10701589,28281861,433,155,2,18914,34561,1704671,5549,421,12
2021-09-26,1710477,1665379,30572,10709810,28306865,257,189,0,8221,25004,1704926,5551,255,2
2021-09-27,1711163,1665976,30572,10734098,28361049,686,597,0,24288,54184,1705606,5557,680,6
2021-09-28,1711645,1666542,30575,10748709,28383218,482,566,3,14611,22169,1706081,5564,475,7
2021-09-29,1712395,1667102,30580,10770282,28436504,750,560,5,21573,53286,1706816,5579,735,15
2021-09-30,1713332,1667586,30581,10799987,28492894,937,484,1,29705,56390,1707740,5592,924,13
2021-10-01,1714181,1668055,30582,10828922,28575143,849,469,1,28935,82249,1708571,5610,831,18
2021-10-02,1714745,1668274,30583,10843420,28604300,564,219,1,14498,29157,1709124,5621,553,11
2021-10-03,1715065,1668511,30587,10851396,28628159,320,237,4,7976,23859,1709443,5622,319,1
2021-10-04,1715915,1669175,30591,10873240,28678334,850,664,4,21844,50175,1710274,5641,831,19
2021-10-05,1717081,1669736,30594,10895760,28712338,1166,561,3,22520,34004,1711426,5655,1152,14
2021-10-06,1718149,1670249,30599,10918669,28752927,1068,513,5,22909,40589,1712477,5672,1051,17
2021-10-07,1719171,1670742,30602,10943163,28807162,1022,493,3,24494,54235,1713475,5696,998,24
2021-10-08,1720209,1671288,30606,10970487,28890463,1038,546,4,27324,83301,1714494,5715,1019,19
2021-10-09,1720887,1671551,30609,10985790,28916852,678,263,3,15303,26389,1715163,5724,669,9
2021-10-10,1721235,1671842,30613,10993709,28939295,348,291,4,7919,22443,1715503,5732,340,8
2021-10-11,1722608,1672674,30618,11015148,28992416,1373,832,5,21439,53121,1716853,5755,1350,23
2021-10-12,1724157,1673030,30625,11039909,29027035,1549,356,7,24761,34619,1718364,5793,1511,38
2021-10-13,1725684,1674110,30631,11071553,29067770,1527,1080,6,31644,40735,1719867,5817,1503,24
2021-10-14,1727264,1674859,30637,11100751,29124362,1580,749,6,29198,56592,1721413,5851,1546,34
2021-10-15,1729090,1675706,30647,11132793,29212055,1826,847,10,32042,87693,1723196,5894,1783,43
2021-10-16,1730285,1676041,30656,11150464,29244865,1195,335,9,17671,32810,1724357,5928,1161,34
2021-10-17,1731102,1676460,30667,11160724,29269355,817,419,11,10260,24490,1725160,5942,803,14
2021-10-18,1733703,1677648,30679,11187970,29326513,2601,1188,12,27246,57158,1727711,5992,2551,50
2021-10-19,1737021,1678583,30690,11221778,29365336,3318,935,11,33808,38823,1730969,6052,3258,60
2021-10-20,1740390,1679636,30697,11256220,29413292,3369,1053,7,34442,47956,1734258,6132,3289,80
2021-10-21,1744139,1680649,30707,11298083,29474007,3749,1013,10,41863,60715,1737911,6228,3653,96
2021-10-22,1748496,1681638,30721,11343477,29567734,4357,989,14,45394,93727,1742154,6342,4243,114
2021-10-23,1751309,1682121,30735,11373618,29603136,2813,483,14,30141,35402,1744913,6396,2759,54
2021-10-24,1753191,1682666,30756,11390775,29631312,1882,545,21,17157,28176,1746760,6431,1847,35
2021-10-25,1757592,1684314,30776,11431209,29696860,4401,1648,20,40434,65548,1751072,6520,4312,89
2021-10-26,1764059,1685722,30792,11492917,29750656,6467,1408,16,61708,53796,1757374,6685,6302,165
2021-10-27,1770046,1687313,30813,11557199,29829796,5987,1591,21,64282,79140,1763253,6793,5879,108
2021-10-28,1774523,1688895,30839,11599710,29861943,4477,1582,26,42511,32147,1767626,6897,4373,104
2021-10-29,1780420,1690742,30865,11644683,29949402,5897,1847,26,44973,87459,1773396,7024,5770,127
2021-10-30,1785612,1691584,30891,11682737,29981635,5192,842,26,38054,32233,1778461,7151,5065,127
2021-10-31,1788484,1692568,30922,11707431,30019735,2872,984,31,24694,38100,1781269,7215,2808,64
2021-11-01,1796332,1696055,30953,11771670,30070509,7848,3487,31,64239,50774,1788903,7429,7634,214
2021-11-02,1806408,1699335,30990,11831854,30104439,10076,3280,37,60184,33930,1798870,7538,9967,109
2021-11-03,1816135,1702939,31035,11874707,30142986,9727,3604,45,42853,38547,1808377,7758,9507,220
2021-11-04,1824945,1706644,31080,11918413,30186416,8810,3705,45,43706,43430,1816896,8049,8519,291
2021-11-05,1834446,1710890,31137,11968828,30252644,9501,4246,57,50415,66228,1826179,8267,9283,218
2021-11-06,1840325,1712990,31189,12003943,30289436,5879,2100,52,35115,36792,1831935,8390,5756,123
2021-11-07,1843450,1715347,31230,12022240,30314379,3125,2357,41,18297,24943,1834972,8478,3037,88
2021-11-08,1852975,1722023,31279,12072099,30370809,9525,6676,49,49859,56430,1844286,8689,9314,211
2021-11-09,1867884,1727649,31343,12141403,30410333,14909,5626,64,69304,39524,1858898,8986,14612,297
2021-11-10,1881814,1733951,31418,12205571,30452579,13930,6302,75,64168,42246,1872491,9323,13593,337
2021-11-11,1892510,1737012,31489,12269816,30502904,10696,3061,71,64245,50325,1882963,9547,10472,224
2021-11-12,1907177,1744469,31556,12342951,30569705,14667,7457,67,73135,66801,1897238,9939,14275,392
2021-11-13,1916610,1748215,31630,12388980,30604314,9433,3746,74,46029,34609,1906443,10167,9205,228
2021-11-14,1922448,1752017,31693,12417364,30628569,5838,3802,63,28384,24255,1912166,10282,5723,115
2021-11-15,1934317,1762407,31787,12484241,30689733,11869,10390,94,66877,61164,1923768,10549,11602,267
2021-11-16,1957465,1771371,31859,12579892,30741423,23148,8964,72,95651,51690,1946343,11122,22575,573
2021-11-17,1972054,1780152,31941,12641799,30765430,14589,8781,82,61907,24007,1960576,11478,14233,356
2021-11-18,1985924,1788534,32062,12706208,30818341,13870,8382,121,64409,52911,1974115,11809,13539,331
2021-11-19,2009590,1797918,32176,12797879,30884936,23666,9384,114,91671,66595,1997126,12464,23011,655
2021-11-20,2024359,1801651,32272,12863719,30918318,14769,3733,96,65840,33382,2011564,12795,14438,331
2021-11-21,2032864,1805480,32387,12899839,30944338,8505,3829,115,36120,26020,2019865,12999,8301,204
2021-11-22,2047759,1821740,32501,12978001,30993014,14895,16260,114,78162,48676,2034414,13345,14549,346
2021-11-23,2074367,1835244,32616,13082786,31023460,26608,13504,115,104785,30446,2060350,14017,25936,672
2021-11-24,2092861,1848182,32710,13184276,31051751,18494,12938,94,101490,28291,2078425,14436,18075,419
2021-11-25,2121453,1861040,32824,13285348,31087780,28592,12858,114,101072,36029,2106384,15069,27959,633
2021-11-26,2142554,1874464,32944,13385309,31117553,21101,13424,120,99961,29773,2126810,15744,20426,675
2021-11-27,2155438,1880324,33040,13459759,31125476,12884,5860,96,74450,7923,2139366,16072,12556,328
2021-11-28,2164959,1886262,33159,13509657,31135785,9521,5938,119,49898,10309,2148692,16267,9326,195
2021-11-29,2183083,1909092,33267,13596818,31185170,18124,22830,108,87161,49385,2166348,16735,17656,468
2021-11-30,2205681,1928715,33389,13710931,31213303,22598,19623,122,114113,28133,2188397,17284,22049,549
2021-12-01,2227373,1937334,33529,13811576,31239814,21692,8619,140,100645,26511,2209575,17798,21178,514
2021-12-02,2246527,1958269,33655,13912836,31271089,19154,20935,126,101260,31275,2228231,18296,18656,498
2021-12-03,2264672,1979270,33779,14012761,31296861,18145,21001,124,99925,25772,2245934,18738,17703,442
2021-12-04,2275955,1988616,33888,14084638,31304292,11283,9346,109,71877,7431,2256925,19030,10991,292
2021-12-05,2282436,1997286,33998,14123920,31313039,6481,8670,110,39282,8747,2263278,19158,6353,128
2021-12-06,2298449,2024873,34125,14211187,31354482,16013,27587,127,87267,41443,2278884,19565,15606,407
2021-12-07,2318512,2050353,34237,14315447,31378436,20063,25480,112,104260,23954,2298435,20077,19551,512
2021-12-08,2335202,2071661,34350,14404258,31403569,16690,21308,113,88811,25133,2314665,20537,16230,460
2021-12-09,2349870,2091681,34464,14491865,31432823,14668,20020,114,87607,29254,2328951,20919,14286,382
2021-12-10,2362602,2111262,34586,14579088,31456425,12732,19581,122,87223,23602,2341375,21227,12424,308
2021-12-11,2371949,2119781,34686,14641825,31463573,9347,8519,100,62737,7148,2350481,21468,9106,241
2021-12-12,2376193,2127626,34811,14670211,31471902,4244,7845,125,28386,8329,2354621,21572,4140,104
2021-12-13,2388420,2155305,34926,14753164,31509598,12227,27679,115,82953,37696,2366548,21872,11927,300
2021-12-14,2405589,2176515,35040,14849947,31532973,17169,21210,114,96783,23375,2383268,22321,16720,449
2021-12-15,2417578,2195720,35166,14925432,31557063,11989,19205,126,75485,24090,2394896,22682,11628,361
2021-12-16,2427348,2213320,35263,15003920,31587161,9770,17600,97,78488,30098,2404407,22941,9511,259
2021-12-17,2436608,2230164,35357,15080848,31612039,9260,16844,94,76928,24878,2413392,23216,8985,275
2021-12-18,2442765,2237449,35461,15130630,31622243,6157,7285,104,49782,10204,2419382,23383,5990,167
2021-12-19,2446611,2244034,35532,15160355,31632348,3846,6585,71,29725,10105,2423140,23471,3758,88
2021-12-20,2455431,2266975,35613,15233747,31666402,8820,22941,81,73392,34054,2431752,23679,8612,208
2021-12-21,2467625,2283942,35695,15316309,31688755,12194,16967,82,82562,22353,2443613,24012,11861,333
2021-12-22,2475561,2299135,35780,15395065,31709370,7936,15193,85,78756,20615,2451318,24243,7705,231
2021-12-23,2483209,2311930,35840,15484435,31725794,7648,12795,60,89370,16424,2458693,24516,7375,273
2021-12-24,2485358,2324522,35920,15505202,31730385,2149,12592,80,20767,4591,2460747,24611,2054,95
2021-12-25,2486495,2330066,35988,15518820,31735823,1137,5544,68,13618,5438,2461847,24648,1100,37
2021-12-26,2488589,2335125,36073,15539881,31745637,2094,5059,85,21061,9814,2463869,24720,2022,72
2021-12-27,2495681,2353833,36124,15595726,31770187,7092,18708,51,55845,24550,2470746,24935,6877,215
2021-12-28,2505045,2367191,36198,15655156,31787991,9364,13358,74,59430,17804,2479835,25210,9089,275
2021-12-29,2511441,2378057,36273,15699209,31805591,6396,10866,75,44053,17600,2485999,25442,6164,232
2021-12-30,2517424,2387084,36332,15738790,31822195,5983,9027,59,39581,16604,2491763,25661,5764,219
2021-12-31,2522661,2395986,36388,15774300,31830696,5237,8902,56,35510,8501,2496771,25890,5008,229
2022-01-01,2523811,2400480,36436,15783014,31834934,1150,4494,48,8714,4238,2497871,25940,1100,50
2022-01-02,2525881,2404509,36488,15802610,31846510,2070,4029,52,19596,11576,2499808,26073,1937,133
2022-01-03,2535871,2417764,36549,15876058,31888449,9990,13255,61,73448,41939,2509176,26695,9368,622
2022-01-04,2546778,2426500,36609,15947600,31914307,10907,8736,60,71542,25858,2519371,27407,10195,712
2022-01-05,2554811,2434436,36650,16001189,31937170,8033,7936,41,53589,22863,2526770,28041,7399,634
2022-01-06,2562092,2439750,36708,16058455,31961130,7281,5314,58,57266,23960,2533418,28674,6648,633
2022-01-07,2569366,2440729,36754,16126783,31978371,7274,979,46,68328,17241,2540095,29271,6677,597
2022-01-08,2573665,2442500,36797,16167154,31985999,4299,1771,43,40371,7628,2544066,29599,3971,328
2022-01-09,2576665,2445977,36820,16191014,31994419,3000,3477,23,23860,8420,2546834,29831,2768,232
2022-01-10,2584742,2456392,36863,16262672,32031951,8077,10415,43,71658,37532,2554204,30538,7370,707
2022-01-11,2598448,2463381,36901,16340737,32054524,13706,6989,38,78065,22573,2566588,31860,12384,1322
2022-01-12,2611296,2469066,36943,16406111,32075144,12848,5685,42,65374,20620,2578067,33229,11479,1369
2022-01-13,2624442,2474894,36977,16476188,32099229,13146,5828,34,70077,24085,2589767,34675,11700,1446
2022-01-14,2639339,2478338,37010,16557880,32118411,14897,3444,33,81692,19182,2603005,36334,13238,1659
2022-01-15,2649813,2479486,37036,16619195,32124363,10474,1148,26,61315,5952,2612304,37509,9299,1175
2022-01-16,2657939,2484215,37065,16653589,32132209,8126,4729,29,34394,7846,2619554,38385,7250,876
2022-01-17,2680252,2497144,37093,16745765,32196454,22313,12929,28,92176,64245,2639877,40375,20323,1990
2022-01-18,2712407,2505889,37119,16855475,32228327,32155,8745,26,109710,31873,2668386,44021,28509,3646
2022-01-19,2743104,2513245,37147,16958112,32248621,30697,7356,28,102637,20294,2694424,48680,26038,4659
2022-01-20,2773669,2520588,37166,17064247,32290195,30565,7343,19,106135,41574,2721369,52300,26945,3620
2022-01-21,2803356,2540435,37189,17188048,32319448,29687,19847,23,123801,29253,2748011,55345,26642,3045
2022-01-22,2823934,2554924,37211,17275016,32327337,20578,14489,22,86968,7889,2766375,57559,18364,2214
2022-01-23,2840417,2572929,37229,17327205,32335826,16483,18005,18,52189,8489,2779283,61134,12908,3575
2022-01-24,2873980,2599701,37251,17447218,32396207,33563,26772,22,120013,60381,2809688,64292,30405,3158
2022-01-25,2916050,2607923,37266,17594435,32426566,42070,8222,15,147217,30359,2849335,66715,39647,2423
2022-01-26,2975644,2617930,37288,17739419,32447991,59594,10007,22,144984,21425,2904049,71595,54714,4880
2022-01-27,3026814,2654096,37316,17877747,32488729,51170,36166,28,138328,40738,2938879,87935,34830,16340
2022-01-28,3082131,2682331,37340,18034306,32518277,55317,28235,24,156559,29548,2986167,95964,47288,8029
2022-01-29,3103595,2710964,37368,18138151,32524786,21464,28633,28,103845,6509,3004465,99130,18298,3166
2022-01-30,3131392,2741058,37397,18200765,32533117,27797,30094,29,62614,8331,3028419,102973,23954,3843
2022-01-31,3166041,2772034,37431,18319493,32589748,34649,30976,34,118728,56631,3057998,108043,29579,5070
2022-02-01,3233105,2788252,37475,18475887,32618712,67064,16218,44,156394,28964,3115262,117843,57264,9800
2022-02-02,3283889,2807657,37515,18611500,32638295,50784,19405,40,135613,19583,3158630,125259,43368,7416
2022-02-03,3328195,2869997,37555,18745014,32674685,44306,62340,40,133514,36390,3196336,131859,37706,6600
2022-02-04,3362132,2921761,37609,18865932,32701246,33937,51764,54,120918,26561,3225093,137039,28757,5180
2022-02-05,3390171,2968391,37657,18938732,32707276,28039,46630,48,72800,6030,3249116,141055,24023,4016
2022-02-06,3400745,3014632,37703,18978313,32714554,10574,46241,46,39581,7278,3258196,142549,9080,1494
2022-02-07,3435804,3057833,37763,19080120,32763325,35059,43201,60,101807,48771,3287845,147959,29649,5410
2022-02-08,3480275,3076626,37816,19193323,32786891,44471,18793,53,113203,23566,3325679,154596,37834,6637
2022-02-09,3514347,3097238,37862,19281448,32803318,34072,20612,46,88125,16427,3354743,159604,29064,5008
2022-02-10,3540910,3164152,37919,19366216,32835439,26563,66914,57,84768,32121,3377426,163484,22683,3880
2022-02-11,3567158,3217760,37977,19448132,32858110,26248,53608,58,81916,22671,3399596,167562,22170,4078
2022-02-12,3579944,3260577,38045,19493992,32862701,12786,42817,68,45860,4591,3410558,169386,10962,1824
2022-02-13,3588265,3300343,38101,19521106,32869239,8321,39766,56,27114,6538,3417768,170497,7210,1111
2022-02-14,3611491,3333183,38150,19597564,32913341,23226,32840,49,76458,44102,3437273,174218,19505,3721
2022-02-15,3644859,3346718,38197,19681418,32934866,33368,13535,47,83854,21525,3465582,179277,28309,5059
2022-02-16,3664791,3361366,38250,19741283,32949001,19932,14648,53,59865,14135,3482601,182190,17019,2913
2022-02-17,3683254,3414196,38306,19799837,32978022,18463,52830,56,58554,29021,3498153,185101,15552,2911
2022-02-18,3699642,3449455,38365,19855682,32998737,16388,35259,59,55845,20715,3511947,187695,13794,2594
2022-02-19,3709213,3477346,38422,19889387,33003056,9571,27891,57,33705,4319,3520186,189027,8239,1332
2022-02-20,3714178,3503524,38472,19908156,33008521,4965,26178,50,18769,5465,3524471,189707,4285,680
2022-02-21,3730203,3526118,38529,19954465,33029039,16025,22594,57,46309,20518,3537948,192255,13477,2548
2022-02-22,3747032,3535388,38589,19999033,33041921,16829,9270,60,44568,12882,3552188,194844,14240,2589
2022-02-23,3760291,3545460,38630,20036793,33053324,13259,10072,41,37760,11403,3563412,196879,11224,2035
2022-02-24,3772186,3582813,38687,20074803,33066012,11895,37353,57,38010,12688,3573457,198729,10045,1850
2022-02-25,3783068,3605864,38735,20111812,33076420,10882,23051,48,37009,10408,3582598,200470,9141,1741
2022-02-26,3789636,3624183,38779,20133959,33080225,6568,18319,44,22147,3805,3588202,201434,5604,964
2022-02-27,3793454,3641686,38827,20148403,33084643,3818,17503,48,14444,4418,3591538,201916,3336,482
2022-02-28,3805514,3657393,38883,20187451,33103445,12060,15707,56,39048,18802,3601715,203799,10177,1883
2022-03-01,3819395,3663924,38922,20221818,33115003,13881,6531,39,34367,11558,3613355,206040,11640,2241
2022-03-02,3830058,3670564,38968,20249263,33125203,10663,6640,46,27445,10200,3622332,207726,8977,1686
2022-03-03,3839716,3690814,39014,20277296,33136244,9658,20250,46,28033,11041,3630419,209297,8087,1571
2022-03-04,3849601,3705234,39047,20306996,33146597,9885,14420,33,29700,10353,3638692,210909,8273,1612
2022-03-05,3855008,3717769,39079,20324553,33150003,5407,12535,32,17557,3406,3643263,211745,4571,836
2022-03-06,3858064,3729030,39116,20334769,33154314,3056,11261,37,10216,4311,3645850,212214,2587,469
2022-03-07,3870568,3739568,39153,20365041,33171026,12504,10538,37,30272,16712,3656340,214228,10490,2014
2022-03-08,3883065,3744253,39196,20394144,33181470,12497,4685,43,29103,10444,3666843,216222,10503,1994
2022-03-09,3893864,3749302,39228,20420953,33190922,10799,5049,32,26809,9452,3675946,217918,9103,1696
2022-03-10,3903683,3765748,39253,20447024,33201381,9819,16446,25,26071,10459,3684202,219481,8256,1563
2022-03-11,3913719,3776992,39272,20474002,33211005,10036,11244,19,26978,9624,3692572,221147,8370,1666
2022-03-12,3918926,3787338,39298,20490066,33214305,5207,10346,26,16064,3300,3697016,221910,4444,763
2022-03-13,3922132,3796917,39324,20499175,33218198,3206,9579,26,9109,3893,3699785,222347,2769,437
2022-03-14,3935067,3806401,39360,20529908,33228984,12935,9484,36,30733,10786,3710624,224443,10839,2096
2022-03-15,3947763,3810502,39387,20559136,33235920,12696,4101,27,29228,6936,3721360,226403,10736,1960
2022-03-16,3957999,3814852,39416,20584842,33242517,10236,4350,29,25706,6597,3729937,228062,8577,1659
2022-03-17,3967669,3829918,39448,20609819,33249429,9670,15066,32,24977,6912,3738103,229566,8166,1504
2022-03-18,3978078,3841061,39469,20636114,33255803,10409,11143,21,26295,6374,3746845,231233,8742,1667
2022-03-19,3983661,3851306,39490,20650111,33258098,5583,10245,21,13997,2295,3751644,232017,4799,784
2022-03-20,3986329,3860987,39513,20659096,33261190,2668,9681,23,8985,3092,3753931,232398,2287,381
2022-03-21,3998842,3870438,39551,20688399,33270270,12513,9451,38,29303,9080,3764365,234477,10434,2079
2022-03-22,4011348,3874595,39571,20716707,33277001,12506,4157,20,28308,6731,3774873,236475,10508,1998
2022-03-23,4021406,3878967,39600,20742291,33283412,10058,4372,29,25584,6411,3783368,238038,8495,1563
2022-03-24,4029896,3894510,39631,20766822,33290130,8490,15543,31,24531,6718,3790502,239394,7134,1356
2022-03-25,4038872,3905456,39657,20791069,33297012,8976,10946,26,24247,6882,3798064,240808,7562,1414
2022-03-26,4043055,3915993,39684,20803285,33299256,4183,10537,27,12216,2244,3801591,241464,3527,656
2022-03-27,4045661,3925422,39704,20811498,33301913,2606,9429,20,8213,2657,3803848,241813,2257,349
2022-03-28,4056184,3935367,39734,20838236,33310846,10523,9945,30,26738,8933,3812681,243503,8833,1690
2022-03-29,4066781,3939424,39763,20865934,33317649,10597,4057,29,27698,6803,3821601,245180,8920,1677
2022-03-30,4075542,3943560,39787,20890752,33323961,8761,4136,24,24818,6312,3829008,246534,7407,1354
2022-03-31,4083329,3958702,39803,20914291,33330297,7787,15142,16,23539,6336,3835508,247821,6500,1287
2022-04-01,4090457,3969064,39817,20935222,33336785,7128,10362,14,20931,6488,3841498,248959,5990,1138
2022-04-02,4093526,3978853,39838,20945940,33338828,3069,9789,21,10718,2043,3844095,249431,2597,472
2022-04-03,4095512,3987338,39857,20952366,33341546,1986,8485,19,6426,2718,3845763,249749,1668,318
2022-04-04,4103383,3995820,39880,20975235,33349698,7871,8482,23,22869,8152,3852336,251047,6573,1298
2022-04-05,4111369,3999102,39910,20997608,33355886,7986,3282,30,22373,6188,3859050,252319,6714,1272
2022-04-06,4117764,4002410,39937,21017297,33361631,6395,3308,27,19689,5745,3864345,253419,5295,1100
2022-04-07,4123683,4015418,39967,21035148,33367170,5919,13008,30,17851,5539,3869332,254351,4987,932
2022-04-08,4128639,4024485,39988,21052411,33372494,4956,9067,21,17263,5324,3873475,255164,4143,813
2022-04-09,4131307,4033030,40010,21062198,33374398,2668,8545,22,9787,1904,3875741,255566,2266,402
2022-04-10,4132925,4040293,40024,21067763,33376873,1618,7263,14,5565,2475,3877144,255781,1403,215
2022-04-11,4138650,4047025,40042,21086162,33384279,5725,6732,18,18399,7406,3881898,256752,4754,971
2022-04-12,4143489,4049609,40052,21104251,33389869,4839,2584,10,18089,5590,3885938,257551,4040,799
2022-04-13,4147579,4052280,40065,21119825,33395464,4090,2671,13,15574,5595,3889418,258161,3480,610
2022-04-14,4151543,4062045,40078,21134635,33401271,3964,9765,13,14810,5807,3892732,258811,3314,650
2022-04-15,4152998,4068680,40089,21140342,33403679,1455,6635,11,5707,2408,3893993,259005,1261,194
2022-04-16,4154322,4074926,40102,21144731,33405622,1324,6246,13,4389,1943,3895086,259236,1093,231
2022-04-17,4155201,4080302,40110,21148873,33407374,879,5376,8,4142,1752,3895842,259359,756,123
2022-04-18,4156239,4085462,40126,21153226,33409698,1038,5160,16,4353,2324,3896734,259505,892,146
2022-04-19,4160543,4087454,40141,21167798,33417425,4304,1992,15,14572,7727,3900343,260200,3609,695
2022-04-20,4164632,4089413,40159,21182541,33423006,4089,1959,18,14743,5581,3903788,260844,3445,644
2022-04-21,4167210,4096250,40173,21193908,33427879,2578,6837,14,11367,4873,3905956,261254,2168,410
2022-04-22,4169751,4100635,40184,21205496,33432708,2541,4385,11,11588,4829,3908075,261676,2119,422
2022-04-23,4170840,4104673,40193,21212396,33434798,1089,4038,9,6900,2090,3908993,261847,918,171
2022-04-24,4171553,4108056,40201,21216154,33436664,713,3383,8,3758,1866,3909588,261965,595,118
2022-04-25,4174268,4109336,40213,21226975,33443445,2715,1280,12,10821,6781,3911853,262415,2265,450
2022-04-26,4176708,4110651,40223,21239140,33448352,2440,1315,10,12165,4907,3913901,262807,2048,392
2022-04-27,4178678,4111825,40238,21248817,33452817,1970,1174,15,9677,4465,3915554,263124,1653,317
2022-04-28,4180558,4113020,40250,21258930,33457023,1880,1195,12,10113,4206,3917126,263432,1572,308
2022-04-29,4182240,4118171,40261,21268206,33461194,1682,5151,11,9276,4171,3918565,263675,1439,243
2022-04-30,4182988,4121578,40270,21273514,33462837,748,3407,9,5308,1643,3919171,263817,606,142
2022-05-01,4183467,4123999,40279,21276760,33464309,479,2421,9,3246,1472,3919569,263898,398,81
2022-05-02,4185493,4126327,40286,21286687,33469482,2026,2328,7,9927,5173,3921260,264233,1691,335
2022-05-03,4187143,4127359,40292,21295996,33473316,1650,1032,6,9309,3834,3922646,264497,1386,264
2022-05-04,4188578,4128330,40299,21304117,33476885,1435,971,7,8121,3569,3923860,264718,1214,221
2022-05-05,4189719,4131546,40312,21310746,33480500,1141,3216,13,6629,3615,3924802,264917,942,199
2022-05-06,4190703,4133601,40321,21316391,33484346,984,2055,9,5645,3846,3925598,265105,796,188
2022-05-07,4190997,4135534,40327,21319034,33485988,294,1933,6,2643,1642,3925837,265160,239,55
2022-05-08,4191146,4137231,40332,21320989,33487398,149,1697,5,1955,1410,3925974,265172,137,12
2022-05-09,4192207,4138899,40336,21325877,33492098,1061,1668,4,4888,4700,3926849,265358,875,186
2022-05-10,4193111,4139604,40340,21330856,33495709,904,705,4,4979,3611,3927603,265508,754,150
2022-05-11,4193828,4140209,40346,21335108,33499130,717,605,6,4252,3421,3928196,265632,593,124
2022-05-12,4194471,4142627,40348,21339319,33502828,643,2418,2,4211,3698,3928717,265754,521,122
2022-05-13,4195045,4144174,40350,21343240,33506845,574,1547,2,3921,4017,3929187,265858,470,104
2022-05-14,4195217,4145607,40352,21344853,33508490,172,1433,2,1613,1645,3929332,265885,145,27
2022-05-15,4195300,4146561,40355,21346336,33510080,83,954,3,1483,1590,3929405,265895,73,10
2022-05-16,4195937,4147524,40355,21349676,33514280,637,963,0,3340,4200,3929924,266013,519,118
2022-05-17,4196535,4147799,40357,21353270,33517734,598,275,2,3594,3454,3930417,266118,493,105
2022-05-18,4196959,4147993,40360,21355969,33520853,424,194,3,2699,3119,3930774,266185,357,67
2022-05-19,4197393,4149331,40361,21358990,33524168,434,1338,1,3021,3315,3931136,266257,362,72
2022-05-20,4197799,4150139,40366,21362886,33527686,406,808,5,3896,3518,3931465,266334,329,77
2022-05-21,4197904,4150870,40367,21364322,33529241,105,731,1,1436,1555,3931553,266351,88,17
2022-05-22,4197979,4151535,40367,21365081,33530653,75,665,0,759,1412,3931620,266359,67,8
2022-05-23,4198458,4152107,40371,21367935,33534770,479,572,4,2854,4117,3932029,266429,409,70
2022-05-24,4198700,4152298,40373,21371041,33537972,242,191,2,3106,3202,3932229,266471,200,42
2022-05-25,4199127,4152433,40375,21373117,33540943,427,135,2,2076,2971,3932591,266536,362,65
2022-05-26,4199426,4153204,40375,21376007,33543904,299,771,0,2890,2961,3932838,266588,247,52
2022-05-27,4199731,4153757,40377,21378730,33547633,305,553,2,2723,3729,3933092,266639,254,51
2022-05-28,4199802,4154253,40378,21380364,33549288,71,496,1,1634,1655,3933152,266650,60,11
2022-05-29,4199835,4154666,40379,21381078,33550912,33,413,1,714,1624,3933181,266654,29,4
2022-05-30,4200219,4155075,40381,21384104,33554866,384,409,2,3026,3954,3933501,266718,320,64
2022-05-31,4200556,4155227,40382,21386518,33558077,337,152,1,2414,3211,3933789,266767,288,49
2022-06-01,4200849,4155328,40382,21389235,33560968,293,101,0,2717,2891,3934024,266825,235,58
2022-06-02,4201056,4155868,40384,21391035,33563006,207,540,2,1800,2038,3934201,266855,177,30
2022-06-03,4201409,4156250,40385,21394128,33565943,353,382,1,3093,2937,3934491,266918,290,63
2022-06-04,4201508,4156569,40385,21394968,33567254,99,319,0,840,1311,3934574,266934,83,16
2022-06-05,4201545,4156839,40385,21395386,33568498,37,270,0,418,1244,3934605,266940,31,6
2022-06-06,4202042,4157154,40386,21397416,33571740,497,315,1,2030,3242,3935011,267031,406,91
2022-06-07,4202377,4157233,40387,21399475,33574148,335,79,1,2059,2408,3935325,267052,314,21
2022-06-08,4202915,4157306,40390,21402074,33576382,538,73,3,2599,2234,3935727,267188,402,136
2022-06-09,4203267,4157759,40390,21403948,33578897,352,453,0,1874,2515,3936013,267254,286,66
2022-06-10,4203669,4158078,40391,21406320,33581989,402,319,1,2372,3092,3936341,267328,328,74
2022-06-11,4203784,4158379,40393,21407244,33583130,115,301,2,924,1141,3936430,267354,89,26
2022-06-12,4203858,4158613,40393,21407754,33583870,74,234,0,510,740,3936494,267364,64,10
2022-06-13,4204437,4158960,40393,21410297,33586774,579,347,0,2543,2904,3936952,267485,458,121
2022-06-14,4205020,4159061,40393,21412664,33588811,583,101,0,2367,2037,3937401,267619,449,134
